"Subj","File","Word","Consonant","MinIntensity","Vowel","MaxIntensity","IntensityDifference","test_perc","test_cefr","Context"
"857","fib300723","fib300723_t1.wav","BOXEO","b",8.36961498439691,"o",56.4134419375334,48.0438269531365,27.6923076923077,"A2","initial"
"858","fib300723","fib300723_t1.wav","ABUELO","b",55.1883016522112,"u",60.5493066823202,5.36100503010896,27.6923076923077,"A2","medial"
"859","fib300723","fib300723_t1.wav","DICE","d",48.096397259484,"i",56.4163948049879,8.31999754550387,27.6923076923077,"A2","initial"
"860","fib300723","fib300723_t1.wav","ORGULLOSO","g",42.3745026649234,"u",57.92625013284,15.5517474679166,27.6923076923077,"A2","medial"
"861","fib300723","fib300723_t1.wav","DE","d",48.6755224090038,"e",57.1891589787524,8.51363656974861,27.6923076923077,"A2","initial"
"862","fib300723","fib300723_t1.wav","DISFRUTEN","d",34.5189545736104,"i",54.3300595586601,19.8111049850497,27.6923076923077,"A2","initial"
"863","fib300723","fib300723_t1.wav","DEPORTE","d",43.6566953868128,"e",58.5602418030198,14.903546416207,27.6923076923077,"A2","initial"
"864","fib300723","fib300723_t1.wav","DICE","d",32.7603029769482,"i",53.6554198430178,20.8951168660697,27.6923076923077,"A2","initial"
"866","fib300723","fib300723_t2.wav","HABITANTES","b",55.7847567074508,"i",57.3981944741859,1.61343776673517,27.6923076923077,"A2","medial"
"867","fib300723","fib300723_t2.wav","DE","d",13.6039506405636,"e",60.2741935568965,46.6702429163329,27.6923076923077,"A2","initial"
"868","fib300723","fib300723_t2.wav","IBÉRICA","b",46.8078484183627,"e",59.4028370836665,12.5949886653038,27.6923076923077,"A2","medial"
"869","fib300723","fib300723_t2.wav","TRIBUS","b",53.7632476712923,"u",57.5466810644787,3.78343339318639,27.6923076923077,"A2","medial"
"871","fib300723","fib300723_t2.wav","DE","d",56.895159285728,"e",58.9185924607704,2.02343317504243,27.6923076923077,"A2","initial"
"872","fib300723","fib300723_t2.wav","BIEN","b",50.6663769718106,"i",58.9569068432818,8.29052987147121,27.6923076923077,"A2","initial"
"873","fib300723","fib300723_t2.wav","CONOCIDO","d",46.6115186735275,"o",55.2082997747538,8.59678110122627,27.6923076923077,"A2","medial"
"874","fib300723","fib300723_t2.wav","SIGLO","g",50.4452819739587,"l",62.2221989618033,11.7769169878447,27.6923076923077,"A2","medial"
"875","fib300723","fib300723_t2.wav","DE","d",17.8833735154416,"e",56.2667019115031,38.3833283960615,27.6923076923077,"A2","initial"
"876","fib300723","fib300723_t2.wav","LLEGARON","g",55.2738320699408,"a",58.869924266149,3.59609219620819,27.6923076923077,"A2","medial"
"882","fib300723","fib300723_t2.wav","ESTABLECIERON","b",45.2147188238746,"l",56.4614869237762,11.2467680999016,27.6923076923077,"A2","medial"
"884","fib300723","fib300723_t2.wav","DE","d",56.0361285754473,"e",56.8811504084171,0.845021832969834,27.6923076923077,"A2","initial"
"885","fib300723","fib300723_t2.wav","GOBIERNO","g",42.712585847468,"o",57.0465543124789,14.3339684650109,27.6923076923077,"A2","initial"
"886","fib300723","fib300723_t2.wav","GOBIERNO","b",44.3689082722491,"i",61.4553994282952,17.0864911560461,27.6923076923077,"A2","initial"
"887","fib300723","fib300723_t2.wav","ORGANIZACIÓN","g",47.4940331331752,"a",56.4441416751251,8.9501085419499,27.6923076923077,"A2","medial"
"888","fib300723","fib300723_t2.wav","TARDE","d",45.2151728687009,"e",58.4434581078791,13.2282852391782,27.6923076923077,"A2","medial"
"889","fib300723","fib300723_t2.wav","INTRODUJERON","d",44.3997206631736,"u",56.5478030904224,12.1480824272487,27.6923076923077,"A2","medial"
"890","fib300723","fib300723_t2.wav","DICHO","d",51.7634681629608,"i",59.9911336899781,8.22766552701724,27.6923076923077,"A2","initial"
"891","fib300723","fib300723_t2.wav","LLEGÓ","g",51.636278194134,"o",57.0214414557709,5.38516326163695,27.6923076923077,"A2","medial"
"893","fib300723","fib300723_t2.wav","DE","d",54.6195967071939,"e",55.9425334570166,1.32293674982265,27.6923076923077,"A2","initial"
"894","fib300723","fib300723_t2.wav","TODAS","d",49.9385624755237,"a",50.7490048031181,0.810442327594394,27.6923076923077,"A2","medial"
"896","fib300723","fib300723_t2.wav","ADOPTARON","d",55.0123776888397,"o",58.6346067952875,3.62222910644773,27.6923076923077,"A2","medial"
"897","fib300723","fib300723_t2.wav","HABITANTES","b",49.2286289796597,"i",54.5446740053971,5.3160450257374,27.6923076923077,"A2","medial"
"898","fib300723","fib300723_t2.wav","DE","d",19.0951624009286,"e",59.5978284798142,40.5026660788856,27.6923076923077,"A2","initial"
"899","fib300723","fib300723_t2.wav","VULGAR","b",51.3245170980006,"u",56.7684343590293,5.44391726102867,27.6923076923077,"A2","medial"
"900","fib300723","fib300723_t2.wav","VULGAR","g",27.3163562867978,"a",54.6058149156686,27.2894586288708,27.6923076923077,"A2","medial"
"902","fib300723","fib300723_t2.wav","DEL","d",27.1222657015882,"e",56.3908091261108,29.2685434245225,27.6923076923077,"A2","initial"
"905","fib300723","fib300723_t2.wav","DE","d",53.7861365746165,"e",55.0726180977016,1.28648152308514,27.6923076923077,"A2","initial"
"906","fib300723","fib300723_t2.wav","DESCIENDE","d",54.1154460828792,"e",52.4967322961677,-1.61871378671148,27.6923076923077,"A2","initial"
"907","fib300723","fib300723_t2.wav","DESCIENDE","d",57.7020939087952,"e",58.3866987820352,0.684604873239962,27.6923076923077,"A2","initial"
"908","fib300723","fib300723_t2.wav","DE","d",34.0016285773681,"e",58.1822461639587,24.1806175865906,27.6923076923077,"A2","initial"
"910","fib300723","fib300723_t2.wav","TODOS","d",59.4236972162738,"o",59.9127577835718,0.489060567297955,27.6923076923077,"A2","medial"
"912","fib300723","fib300723_t2.wav","PORTUGUÉS","g",44.629033951874,"e",57.0128153018079,12.3837813499339,27.6923076923077,"A2","medial"
"913","fib300723","fib300723_t2.wav","TODAS","d",56.4229746179096,"a",57.2386065456027,0.815631927693055,27.6923076923077,"A2","medial"
"914","fib300723","fib300723_t2.wav","BASE","b",43.6000491373681,"a",58.3845089682092,14.7844598308411,27.6923076923077,"A2","initial"
"916","fib300723","fib300723_t2.wav","DE","d",33.1971487276294,"e",59.5725171690107,26.3753684413813,27.6923076923077,"A2","initial"
"917","fib300723","fib300723_t2.wav","GOBIERNO","g",40.5123676641769,"o",54.6539799690466,14.1416123048697,27.6923076923077,"A2","initial"
"918","fib300723","fib300723_t2.wav","GOBIERNO","b",43.5544118896729,"i",57.4151459635684,13.8607340738955,27.6923076923077,"A2","initial"
"920","fib300723","fib300723_t2.wav","IDEA","d",50.1635911279858,"e",62.5785697433241,12.4149786153383,27.6923076923077,"A2","medial"
"921","fib300723","fib300723_t2.wav","DE","d",39.4300732738379,"e",56.2056344988896,16.7755612250517,27.6923076923077,"A2","initial"
"922","fib300723","fib300723_t2.wav","IDEALES","d",54.293813598501,"e",55.6624706977782,1.36865709927718,27.6923076923077,"A2","medial"
"923","fib300723","fib300723_t2.wav","PUEDAN","d",53.3698434417959,"a",59.8057699483564,6.43592650656046,27.6923076923077,"A2","medial"
"924","fib300723","fib300723_t2.wav","TODOS","d",48.6298713866993,"o",56.6787037013974,8.04883231469803,27.6923076923077,"A2","medial"
"927","fib300723","fib300723_t2.wav","SIGUE","g",54.2914537679488,"e",54.462739900117,0.171286132168213,27.6923076923077,"A2","medial"
"928","fib300723","fib300723_t2.wav","BASE","b",46.0755671697524,"a",60.7051556334565,14.6295884637041,27.6923076923077,"A2","initial"
"929","fib300723","fib300723_t2.wav","DE","d",20.2612060755768,"e",57.0249154087726,36.7637093331958,27.6923076923077,"A2","initial"
"933","fib300723","fib300723_t2.wav","CONQUISTADOS","d",56.8355376368463,"o",57.8122502783087,0.976712641462434,27.6923076923077,"A2","medial"
"935","fib300723","fib300723_t2.wav","CIUDAD","d",33.1705999808693,"a",59.6734207858381,26.5028208049687,27.6923076923077,"A2","medial"
"936","fib300723","fib300723_t2.wav","CIUDAD","d",49.431351876696,"sp",48.0907701316472,-1.3405817450488,27.6923076923077,"A2","final"
"938","fib300723","fib300723_t2.wav","CIUDADANOS","d",45.4374476087053,"a",61.6493722399584,16.2119246312531,27.6923076923077,"A2","medial"
"939","fib300723","fib300723_t2.wav","CIUDADANOS","d",51.9552793645762,"a",61.5817847641538,9.62650539957758,27.6923076923077,"A2","medial"
"940","fib300723","fib300723_t2.wav","DEL","d",56.8644949205502,"e",61.8489386373851,4.9844437168349,27.6923076923077,"A2","initial"
"941","fib300723","fib300723_t2.wav","DETERMINÓ","d",42.056959962935,"e",53.8171113547091,11.7601513917741,27.6923076923077,"A2","initial"
"942","fib300723","fib300723_t2.wav","UTILIZADO","d",51.8423011392622,"o",59.4953083578217,7.65300721855944,27.6923076923077,"A2","medial"
"951","fib300723","fib300723_t2.wav","DE","d",47.1870154971548,"e",57.1344884386014,9.9474729414466,27.6923076923077,"A2","initial"
"952","fib300723","fib300723_t2.wav","PRODUCTOS","d",59.6859967250475,"u",59.3154037090401,-0.37059301600744,27.6923076923077,"A2","medial"
"953","fib300723","fib300723_t2.wav","DE","d",55.7367280025167,"e",55.9424975665814,0.205769564064717,27.6923076923077,"A2","initial"
"954","fib300723","fib300723_t2.wav","CONSIDERABAN","d",31.2142201081658,"e",57.0532960621637,25.8390759539979,27.6923076923077,"A2","medial"
"955","fib300723","fib300723_t2.wav","CONSIDERABAN","b",46.3700334377314,"a",58.7264939036473,12.3564604659159,27.6923076923077,"A2","medial"
"956","fib300723","fib300723_t2.wav","IGUALES","g",48.056434782369,"u",63.8116576496263,15.7552228672573,27.6923076923077,"A2","medial"
"957","fib300723","fib300723_t2.wav","DE","d",53.592040968285,"e",56.8229025241922,3.23086155590716,27.6923076923077,"A2","initial"
"958","fjc160717","fjc160717_t1.wav","ABUELO","b",48.776182702425,"u",59.491466165546,10.7152834631211,33.8461538461538,"A2","medial"
"959","fjc160717","fjc160717_t1.wav","BUEN","b",36.6043289301718,"u",59.8886557371612,23.2843268069893,33.8461538461538,"A2","initial"
"960","fjc160717","fjc160717_t1.wav","JUGADOR","g",44.8794251296168,"a",58.3840374645817,13.5046123349649,33.8461538461538,"A2","medial"
"961","fjc160717","fjc160717_t1.wav","JUGADOR","d",44.2682509108808,"o",58.7009673134046,14.4327164025237,33.8461538461538,"A2","medial"
"962","fjc160717","fjc160717_t1.wav","DE","d",50.3259372045979,"e",55.2213069235111,4.89536971891319,33.8461538461538,"A2","initial"
"967","fjc160717","fjc160717_t1.wav","GUSTA","g",50.2025928572571,"u",50.5919269096462,0.389334052389124,33.8461538461538,"A2","initial"
"968","fjc160717","fjc160717_t1.wav","JUGAR","g",47.3154441835483,"a",53.6056035585383,6.29015937499,33.8461538461538,"A2","medial"
"970","fjc160717","fjc160717_t1.wav","ABUELO","b",47.2054960951613,"u",56.5534857593252,9.3479896641639,33.8461538461538,"A2","medial"
"972","fjc160717","fjc160717_t1.wav","DEL","d",25.9401389848973,"e",53.7251264158784,27.7849874309811,33.8461538461538,"A2","initial"
"973","fjc160717","fjc160717_t1.wav","JUEGO","g",48.4057542293484,"o",59.3516182999753,10.945864070627,33.8461538461538,"A2","medial"
"975","fjc160717","fjc160717_t1.wav","DOMINAR","d",44.2981849127585,"o",54.2098737821886,9.91168886943007,33.8461538461538,"A2","initial"
"978","fjc160717","fjc160717_t1.wav","BALÓN","b",47.9322298786755,"a",58.1802702995309,10.2480404208554,33.8461538461538,"A2","initial"
"979","fjc160717","fjc160717_t1.wav","REGALÓ","g",47.6186854406953,"a",55.7010560021328,8.0823705614375,33.8461538461538,"A2","medial"
"980","fjc160717","fjc160717_t1.wav","SÁBADO","b",47.5769709718816,"a",58.8415649019283,11.2645939300467,33.8461538461538,"A2","medial"
"981","fjc160717","fjc160717_t1.wav","SÁBADO","d",54.5525381835877,"o",59.15761377741,4.60507559382224,33.8461538461538,"A2","medial"
"982","fjc160717","fjc160717_t1.wav","DEL","d",52.7359152213023,"e",55.6514185388087,2.91550331750636,33.8461538461538,"A2","initial"
"983","fjc160717","fjc160717_t1.wav","LLEVABA","b",46.4743919872985,"a",57.0457924215422,10.5714004342437,33.8461538461538,"A2","medial"
"984","fjc160717","fjc160717_t1.wav","LLEVABA","b",44.5207301299497,"a",58.8638901506374,14.3431600206877,33.8461538461538,"A2","medial"
"985","fjc160717","fjc160717_t1.wav","ESTADIO","d",50.8070561861176,"i",59.5370914954486,8.73003530933097,33.8461538461538,"A2","medial"
"986","fjc160717","fjc160717_t1.wav","DE","d",48.2291353527677,"e",54.4332208513171,6.20408549854934,33.8461538461538,"A2","initial"
"987","fjc160717","fjc160717_t1.wav","CIUDAD","d",46.4668309562687,"a",59.3642295064741,12.8973985502054,33.8461538461538,"A2","medial"
"988","fjc160717","fjc160717_t1.wav","CIUDAD","d",57.4216786962298,"sp",56.1965808393055,-1.22509785692434,33.8461538461538,"A2","final"
"989","fjc160717","fjc160717_t1.wav","PARTIDO","d",54.4484084577577,"o",60.3100015591098,5.86159310135211,33.8461538461538,"A2","medial"
"990","fjc160717","fjc160717_t1.wav","DE","d",46.2364931864018,"e",54.7693835594192,8.53289037301735,33.8461538461538,"A2","initial"
"991","fjc160717","fjc160717_t1.wav","CLUB","b",32.8009303662708,"sp",45.3297158516581,12.5287854853873,33.8461538461538,"A2","final"
"992","fjc160717","fjc160717_t1.wav","AMADO","d",37.3831053519329,"o",51.834476283286,14.4513709313531,33.8461538461538,"A2","medial"
"993","fjc160717","fjc160717_t1.wav","DESPUÉS","d",36.2225182789499,"e",60.8717589353036,24.6492406563537,33.8461538461538,"A2","initial"
"994","fjc160717","fjc160717_t1.wav","DE","d",46.1763224157006,"e",56.7180027617404,10.5416803460398,33.8461538461538,"A2","initial"
"995","fjc160717","fjc160717_t1.wav","GRITAR","g",34.4517512896641,"r",51.4962778379512,17.0445265482871,33.8461538461538,"A2","initial"
"996","fjc160717","fjc160717_t1.wav","ÍBAMOS","b",51.6501789944007,"a",63.0377828538486,11.3876038594479,33.8461538461538,"A2","medial"
"999","fjc160717","fjc160717_t1.wav","BATIDO","b",33.4379101095603,"a",56.624202336878,23.1862922273177,33.8461538461538,"A2","initial"
"1000","fjc160717","fjc160717_t1.wav","BATIDO","d",59.5259005596749,"o",61.1948331967925,1.66893263711768,33.8461538461538,"A2","medial"
"1001","fjc160717","fjc160717_t1.wav","DE","d",48.0581047790314,"e",55.276285778676,7.21818099964465,33.8461538461538,"A2","initial"
"1003","fjc160717","fjc160717_t1.wav","DE","d",53.91565166112,"e",54.3626177683003,0.446966107180231,33.8461538461538,"A2","initial"
"1004","fjc160717","fjc160717_t1.wav","GALLETAS","g",46.4210575632416,"a",54.5725551284528,8.1514975652112,33.8461538461538,"A2","initial"
"1005","fjc160717","fjc160717_t1.wav","GANABA","g",45.0683007151917,"a",60.0105362551917,14.94223554,33.8461538461538,"A2","initial"
"1006","fjc160717","fjc160717_t1.wav","GANABA","b",39.5543015586346,"a",55.7271210988833,16.1728195402488,33.8461538461538,"A2","medial"
"1007","fjc160717","fjc160717_t1.wav","PERDÍA","d",42.9057965819612,"i",53.3867349102481,10.4809383282869,33.8461538461538,"A2","medial"
"1008","fjc160717","fjc160717_t1.wav","DICE","d",51.5012399050527,"i",61.3697624693945,9.86852256434184,33.8461538461538,"A2","initial"
"1009","fjc160717","fjc160717_t1.wav","JUGABA","g",36.8177586197631,"a",59.8985321249567,23.0807735051936,33.8461538461538,"A2","medial"
"1010","fjc160717","fjc160717_t1.wav","JUGABA","b",26.643217245075,"a",60.0943782076458,33.4511609625708,33.8461538461538,"A2","medial"
"1011","fjc160717","fjc160717_t1.wav","DELANTERO","d",48.9396915553066,"e",56.9886525105681,8.04896095526153,33.8461538461538,"A2","initial"
"1012","fjc160717","fjc160717_t1.wav","ANOTABA","b",47.9012993541621,"a",58.952356040546,11.0510566863839,33.8461538461538,"A2","medial"
"1013","fjc160717","fjc160717_t1.wav","GOLES","g",40.8799939325235,"o",51.1682567577758,10.2882628252524,33.8461538461538,"A2","initial"
"1014","fjc160717","fjc160717_t1.wav","GUSTA","g",50.8445281572348,"u",55.3796678054636,4.53513964822876,33.8461538461538,"A2","initial"
"1016","fjc160717","fjc160717_t1.wav","JUGABA","g",36.6792989478902,"a",58.6442301750661,21.9649312271759,33.8461538461538,"A2","medial"
"1017","fjc160717","fjc160717_t1.wav","JUGABA","b",46.4474656891546,"a",55.5906702974312,9.14320460827657,33.8461538461538,"A2","medial"
"1020","fjc160717","fjc160717_t1.wav","GUSTAN","g",35.8765945459484,"u",53.5770540339689,17.7004594880204,33.8461538461538,"A2","initial"
"1021","fjc160717","fjc160717_t1.wav","DEPORTES","d",44.5416472438088,"e",54.2377131433891,9.69606589958031,33.8461538461538,"A2","initial"
"1022","fjc160717","fjc160717_t1.wav","BOXEO","b",44.4604504691716,"o",55.6742355023648,11.2137850331932,33.8461538461538,"A2","initial"
"1023","fjc160717","fjc160717_t1.wav","ABUELO","b",46.2960948599439,"u",58.8652041566846,12.5691092967407,33.8461538461538,"A2","medial"
"1024","fjc160717","fjc160717_t1.wav","DICE","d",46.9476272967164,"i",58.0723853095303,11.1247580128138,33.8461538461538,"A2","initial"
"1025","fjc160717","fjc160717_t1.wav","ORGULLOSO","g",29.597307170278,"u",57.7809038126585,28.1835966423805,33.8461538461538,"A2","medial"
"1026","fjc160717","fjc160717_t1.wav","DE","d",50.5668977591148,"e",56.0910435135823,5.52414575446755,33.8461538461538,"A2","initial"
"1027","fjc160717","fjc160717_t1.wav","DISFRUTEN","d",47.8871013617224,"i",57.4227968347436,9.53569547302114,33.8461538461538,"A2","initial"
"1028","fjc160717","fjc160717_t1.wav","DEPORTE","d",46.2408395480899,"e",52.9623871246343,6.7215475765444,33.8461538461538,"A2","initial"
"1029","fjc160717","fjc160717_t1.wav","DICE","d",44.7101658156753,"i",61.6920633686539,16.9818975529786,33.8461538461538,"A2","initial"
"1030","fjc160717","fjc160717_t2.wav","HABITANTES","b",51.7725102833137,"i",58.071870636851,6.2993603535373,33.8461538461538,"A2","medial"
"1031","fjc160717","fjc160717_t2.wav","DE","d",31.7748132719528,"e",57.849507492748,26.0746942207952,33.8461538461538,"A2","initial"
"1032","fjc160717","fjc160717_t2.wav","IBÉRICA","b",47.6902742897533,"e",56.9108801561991,9.22060586644582,33.8461538461538,"A2","medial"
"1033","fjc160717","fjc160717_t2.wav","TRIBUS","b",49.6532711736533,"u",58.7812315607251,9.12796038707176,33.8461538461538,"A2","medial"
"1036","fjc160717","fjc160717_t2.wav","DE","d",30.6587688721668,"e",59.9469573879453,29.2881885157786,33.8461538461538,"A2","initial"
"1037","fjc160717","fjc160717_t2.wav","BIEN","b",30.6518283868852,"i",56.1037739721866,25.4519455853014,33.8461538461538,"A2","initial"
"1038","fjc160717","fjc160717_t2.wav","CONOCIDO","d",35.0751244774991,"o",53.0992240149934,18.0240995374944,33.8461538461538,"A2","medial"
"1039","fjc160717","fjc160717_t2.wav","SIGLO","g",50.6286129582699,"l",60.098245407164,9.46963244889405,33.8461538461538,"A2","medial"
"1040","fjc160717","fjc160717_t2.wav","DE","d",40.056375057194,"e",55.0266223097401,14.9702472525461,33.8461538461538,"A2","initial"
"1041","fjc160717","fjc160717_t2.wav","LLEGARON","g",47.5376435380361,"a",61.578930406461,14.0412868684249,33.8461538461538,"A2","medial"
"1043","fjc160717","fjc160717_t2.wav","ESTABLECIERON","b",46.2117558174254,"l",54.4998287464204,8.28807292899491,33.8461538461538,"A2","medial"
"1045","fjc160717","fjc160717_t2.wav","DE","d",46.9704531183038,"e",54.3505140036904,7.38006088538663,33.8461538461538,"A2","initial"
"1046","fjc160717","fjc160717_t2.wav","GOBIERNO","g",28.9836697521914,"o",55.0235312850952,26.0398615329037,33.8461538461538,"A2","initial"
"1047","fjc160717","fjc160717_t2.wav","GOBIERNO","b",43.950245359028,"i",57.239883228886,13.289637869858,33.8461538461538,"A2","initial"
"1048","fjc160717","fjc160717_t2.wav","ORGANIZACIÓN","g",51.5247706086038,"a",58.3636601524141,6.83888954381038,33.8461538461538,"A2","medial"
"1049","fjc160717","fjc160717_t2.wav","TARDE","d",34.4735451257169,"e",62.5754389512847,28.1018938255678,33.8461538461538,"A2","medial"
"1050","fjc160717","fjc160717_t2.wav","INTRODUJERON","d",40.9667966747832,"u",52.8711040142179,11.9043073394347,33.8461538461538,"A2","medial"
"1051","fjc160717","fjc160717_t2.wav","DICHO","d",51.0414327017934,"i",62.18862173562,11.1471890338266,33.8461538461538,"A2","initial"
"1052","fjc160717","fjc160717_t2.wav","LLEGÓ","g",28.6325141308881,"o",59.8728025456284,31.2402884147403,33.8461538461538,"A2","medial"
"1053","fjc160717","fjc160717_t2.wav","ROMANIZADA","d",46.2012844444382,"a",57.6220438256842,11.4207593812459,33.8461538461538,"A2","medial"
"1054","fjc160717","fjc160717_t2.wav","DE","d",45.5608895398246,"e",56.4655196411193,10.9046301012947,33.8461538461538,"A2","initial"
"1055","fjc160717","fjc160717_t2.wav","TODAS","d",44.7044499204477,"a",52.0477865429497,7.34333662250194,33.8461538461538,"A2","medial"
"1057","fjc160717","fjc160717_t2.wav","ADOPTARON","d",45.3621328055861,"o",55.3888733202537,10.0267405146677,33.8461538461538,"A2","medial"
"1058","fjc160717","fjc160717_t2.wav","HABITANTES","b",41.8895919205405,"i",54.8947688451665,13.0051769246261,33.8461538461538,"A2","medial"
"1059","fjc160717","fjc160717_t2.wav","DE","d",36.2410575200122,"e",56.364693871093,20.1236363510808,33.8461538461538,"A2","initial"
"1060","fjc160717","fjc160717_t2.wav","VULGAR","b",41.6084520823187,"u",55.9388140046722,14.3303619223535,33.8461538461538,"A2","medial"
"1061","fjc160717","fjc160717_t2.wav","VULGAR","g",45.0765739361741,"a",49.8830029745179,4.80642903834379,33.8461538461538,"A2","medial"
"1063","fjc160717","fjc160717_t2.wav","DEL","d",54.2581110152422,"e",57.6344486278909,3.3763376126487,33.8461538461538,"A2","initial"
"1067","fjc160717","fjc160717_t2.wav","DE","d",45.243112115275,"e",57.2170633440003,11.9739512287253,33.8461538461538,"A2","initial"
"1068","fjc160717","fjc160717_t2.wav","DESCIENDE","d",45.4795821114529,"e",55.731965971926,10.2523838604731,33.8461538461538,"A2","initial"
"1069","fjc160717","fjc160717_t2.wav","DESCIENDE","d",58.3070632317694,"e",59.4037239788527,1.09666074708331,33.8461538461538,"A2","initial"
"1070","fjc160717","fjc160717_t2.wav","DE","d",47.9089723018221,"e",54.6636445940416,6.75467229221952,33.8461538461538,"A2","initial"
"1072","fjc160717","fjc160717_t2.wav","TODAS","d",55.7103469825019,"a",60.1923952087224,4.48204822622049,33.8461538461538,"A2","medial"
"1074","fjc160717","fjc160717_t2.wav","PORTUGUÉS","g",43.7210323835482,"e",56.936286745515,13.2152543619668,33.8461538461538,"A2","medial"
"1075","fjc160717","fjc160717_t2.wav","TODAS","d",39.0640261786051,"a",59.4785951529977,20.4145689743927,33.8461538461538,"A2","medial"
"1076","fjc160717","fjc160717_t2.wav","BASE","b",35.6819036843868,"a",57.4702737433754,21.7883700589886,33.8461538461538,"A2","initial"
"1078","fjc160717","fjc160717_t2.wav","DE","d",36.7274261961103,"e",59.0275102474997,22.3000840513894,33.8461538461538,"A2","initial"
"1079","fjc160717","fjc160717_t2.wav","GOBIERNO","g",38.7359666648828,"o",56.9752342151917,18.2392675503089,33.8461538461538,"A2","initial"
"1080","fjc160717","fjc160717_t2.wav","GOBIERNO","b",47.6061221765141,"i",58.6872521009574,11.0811299244434,33.8461538461538,"A2","initial"
"1082","fjc160717","fjc160717_t2.wav","IDEA","d",52.2587554095633,"e",61.7629427829757,9.50418737341239,33.8461538461538,"A2","medial"
"1083","fjc160717","fjc160717_t2.wav","DE","d",51.0974396205073,"e",58.8509990404556,7.75355941994832,33.8461538461538,"A2","initial"
"1084","fjc160717","fjc160717_t2.wav","IDEALES","d",46.240246792586,"e",55.8597386804274,9.61949188784141,33.8461538461538,"A2","medial"
"1085","fjc160717","fjc160717_t2.wav","PUEDAN","d",53.5553056075422,"a",57.3442043836874,3.78889877614521,33.8461538461538,"A2","medial"
"1086","fjc160717","fjc160717_t2.wav","TODOS","d",51.3938036485156,"o",57.3777137088773,5.98391006036172,33.8461538461538,"A2","medial"
"1088","fjc160717","fjc160717_t2.wav","SIGUE","g",50.241718818828,"e",61.0968327147554,10.8551138959274,33.8461538461538,"A2","medial"
"1089","fjc160717","fjc160717_t2.wav","BASE","b",40.5667086315842,"a",59.8202724887751,19.2535638571909,33.8461538461538,"A2","initial"
"1090","fjc160717","fjc160717_t2.wav","DE","d",43.2371070765773,"e",56.6996015003965,13.4624944238192,33.8461538461538,"A2","initial"
"1092","fjc160717","fjc160717_t2.wav","CONSIDERABAN","d",43.6388729872284,"e",57.2387413874358,13.5998684002074,33.8461538461538,"A2","medial"
"1093","fjc160717","fjc160717_t2.wav","CONSIDERABAN","b",50.6263142435186,"a",61.3020962928905,10.6757820493719,33.8461538461538,"A2","medial"
"1095","fjc160717","fjc160717_t2.wav","CONQUISTADOS","d",44.4590848071814,"o",59.7434373936059,15.2843525864245,33.8461538461538,"A2","medial"
"1096","fjc160717","fjc160717_t2.wav","CIUDADANOS","d",44.0873734112229,"a",55.3983664109552,11.3109929997323,33.8461538461538,"A2","medial"
"1097","fjc160717","fjc160717_t2.wav","CIUDADANOS","d",30.3689607894256,"a",58.3385843480201,27.9696235585946,33.8461538461538,"A2","medial"
"1098","fjc160717","fjc160717_t2.wav","DEL","d",48.145156601514,"e",61.6065620572491,13.4614054557352,33.8461538461538,"A2","initial"
"1099","fjc160717","fjc160717_t2.wav","DETERMINÓ","d",40.5874644642712,"e",59.2182988622455,18.6308343979743,33.8461538461538,"A2","initial"
"1100","fjc160717","fjc160717_t2.wav","UTILIZADO","d",49.6578269564744,"o",58.5206838329784,8.86285687650402,33.8461538461538,"A2","medial"
"1108","fjc160717","fjc160717_t2.wav","DESCUBIERTAS","d",43.2514874221213,"e",63.6638470381936,20.4123596160723,33.8461538461538,"A2","initial"
"1109","fjc160717","fjc160717_t2.wav","DESCUBIERTAS","b",32.7175691796384,"i",59.8614057108497,27.1438365312113,33.8461538461538,"A2","medial"
"1110","fjc160717","fjc160717_t2.wav","DE","d",40.2253791598492,"e",56.4703114479156,16.2449322880664,33.8461538461538,"A2","initial"
"1112","fjc160717","fjc160717_t2.wav","PRODUCTOS","d",51.0332059154347,"u",61.2130831108303,10.1798771953956,33.8461538461538,"A2","medial"
"1113","fjc160717","fjc160717_t2.wav","DE","d",29.8111686606165,"e",61.0191374576477,31.2079687970312,33.8461538461538,"A2","initial"
"1114","fjc160717","fjc160717_t2.wav","CONSIDERABAN","d",29.9159601744795,"e",53.5432751132394,23.6273149387598,33.8461538461538,"A2","medial"
"1115","fjc160717","fjc160717_t2.wav","CONSIDERABAN","b",50.413820192047,"a",59.6260995658997,9.2122793738527,33.8461538461538,"A2","medial"
"1116","fjc160717","fjc160717_t2.wav","IGUALES","g",41.0395344636914,"u",55.1072096219996,14.0676751583082,33.8461538461538,"A2","medial"
"1117","fjc160717","fjc160717_t2.wav","DE","d",23.469537051321,"e",53.8489996683756,30.3794626170546,33.8461538461538,"A2","initial"
"1118","fjf140826","fjf140826_t1.wav","ABUELO","b",54.6481282256564,"u",57.312689338634,2.66456111297759,55.3846153846154,"B1","medial"
"1119","fjf140826","fjf140826_t1.wav","BUEN","b",47.3878139902744,"u",53.9539425835532,6.5661285932788,55.3846153846154,"B1","initial"
"1120","fjf140826","fjf140826_t1.wav","JUGADOR","g",52.6045428972278,"a",53.7787547134223,1.17421181619451,55.3846153846154,"B1","medial"
"1121","fjf140826","fjf140826_t1.wav","JUGADOR","d",52.2838877384909,"o",55.8503689566867,3.5664812181958,55.3846153846154,"B1","medial"
